0,1,2,3,4,5,6
0.0,0.0,0.0,0.0,0.0,0.13501251070000003,0.0
0.0,0.0,0.0,-0.20151121000000005,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.20151121000000005,0.0
0.0,-0.30076300000000006,0.0,0.0,0.0,0.0,0.0
0.0,0.30076300000000006,0.0,0.0,0.0,0.0,0.0
0.0,-0.4489000000000001,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.4489000000000001,0.0
0.0,-0.67,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.67,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0
